nombre;dpto;dpto_desc;distrito;dist_desc;codigo_institucion;?column?
7000 C. DE FORMACION INTEGRAL FILADELFIA;8;MISIONES;3;SAN IGNACIO;12096;-
5646 (11360) SAN ATANASIO;12;ÐEEMBUCU;12;SAN JUAN BAUTISTA DE ÐEEMBUCU;8998;-
4201 (14404) MUNICIPAL Nº11;11;CENTRAL;14;SAN LORENZO;8503;-
541 CNEL. DOMINGO GAONA;6;CAAZAPA;9;FULGENCIO YEGROS;4564;-
6831(491 J.I.PASITOS DEL SABER) M. ÑEMBY;11;CENTRAL;12;ÐEMBY;8444;-
642 VICTOR MATIAUDA SARUBBI;7;ITAPUA;1;ENCARNACION;4684;-
INMACULADA CONCEPCION;5;CAAGUAZU;11;YHU;13885;-
2559;2;SAN PEDRO;16;GUAYAIBI;2154;-
842;15;PRESIDENTE HAYES;1;POZO COLORADO;9828;-
862 SAN RAFAEL;11;CENTRAL;9;LUQUE;8200;-
SAN ANTONIO - KM. 4 1/2;10;ALTO PARANA;1;CIUDAD DEL ESTE;6608;-
CAP. DE NAV. PEDRO IGNACIO MEZA;15;PRESIDENTE HAYES;5;NANAWA;10021;-
SAN ANTONIO DE PADUA;11;CENTRAL;13;SAN ANTONIO;8461;-
6586 (12451) SAN MARCOS;4;GUAIRA;17;PASO YOBAI;2966;-
4541 (14683) SANTA MARIA;2;SAN PEDRO;19;YRYVU CUA;1835;-
NTRA. SRA. DE LA ASUNCION;9;PARAGUARI;17;YVYTIMI;11699;-
S/N - LOC. MADREJON;17;ALTO PARAGUAY;1;FUERTE OLIMPO;16240;-
FAUSTINA BARRETO DE AMARO;1;CONCEPCION;1;CONCEPCION;15316;-
7182 PROF. VERONICA IRRAZABAL;11;CENTRAL;2;CAPIATA;13621;-
6104 DEFENSORES DEL CHACO;11;CENTRAL;9;LUQUE;10965;-
SANTA ROSA;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1620;-
3031;2;SAN PEDRO;17;CAPIIBARY;1776;-
7126 1º DE MAYO;7;ITAPUA;24;TOMAS ROMERO PEREIRA;12857;-
ATENEO DE LENGUA - REGIONAL SANTA CLARA;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;10272;-
6117 MUNICIPAL 14 DE MAYO;11;CENTRAL;18;YPANE;10961;-
7999 Y'ASORY-PIRITY;13;AMAMBAY;1;PEDRO J.CABALLERO;16935;-
2022 MCAL. JOSE FELIX ESTIGARRIBIA;7;ITAPUA;11;FRAM;5078;-
CPTAN. NICANOR TORALES;7;ITAPUA;20;SAN PEDRO DEL PARANA;5258;-
554 CNEL. JOSE MARIA ARGAÑA;10;ALTO PARANA;7;JUAN E. O?LEARY;7022;-
11-206 SAN RAFAEL;11;CENTRAL;8;LIMPIO;11366;-
SANTA TERESA;10;ALTO PARANA;2;PRESIDENTE FRANCO;6638;-
1751 JUAN RAMON COLLANTE;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3581;-
752 VALOIS RIVAROLA;15;PRESIDENTE HAYES;8;TTE. ESTEBAN MARTINEZ;9938;-
7459 KAMBAY;7;ITAPUA;15;JESUS;15815;-
S/N PAATAC-SAT;15;PRESIDENTE HAYES;2;BENJAMIN ACEVAL;16499;-
55 DON TRIFON MONGES GONZALEZ;4;GUAIRA;4;CORONEL MARTINEZ;2845;-
11-291;11;CENTRAL;6;ITAUGUA;11365;-
1-71;1;CONCEPCION;1;CONCEPCION;862;-
2332 ELOY FARIÑA NUÑEZ;7;ITAPUA;27;YATYTAY;5565;-
E.M.P.J.A FLORENTINO OVIEDO;5;CAAGUAZU;1;CORONEL OVIEDO;3155;-
CENTRO EDUC.  ECOLOGICO GENESIS;11;CENTRAL;14;SAN LORENZO;10942;-
3526 SAN LUIS;5;CAAGUAZU;18;3 DE FEBRERO;4158;-
5999 JOSE A. FLORES;8;MISIONES;2;AYOLAS;10935;-
4265 (11971) ARROYITO;5;CAAGUAZU;3;CARAYAO;3493;-
3151 SANTA ROSA;7;ITAPUA;3;CAMBYRETA;4794;-
5192 (14193) VIRGEN DEL ROSARIO;7;ITAPUA;17;OBLIGADO;5198;-
DE LOMAS;12;ÐEEMBUCU;2;ALBERDI;8875;-
15196 ARASA PETY-BOQUERON;2;SAN PEDRO;13;VILLA DEL ROSARIO;2274;-
SAN NICOLAS;7;ITAPUA;28;SAN JUAN DEL PARANA;5595;-
NRO. 98;12;ÐEEMBUCU;10;MAYOR MARTINEZ;15703;-
13509 SAN MARCOS;14;CANINDEYU;9;LA PALOMA;9718;-
1758 VIRGEN LA MERCED;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1512;-
SAN JOSE;8;MISIONES;2;AYOLAS;5697;-
3-87;3;CORDILLERA;7;EUSEBIO AYALA;11994;-
15035 VIRGEN DE FATIMA;7;ITAPUA;25;ALTO VERA;5549;-
3736 (14166) SAN FRANCISCO;11;CENTRAL;2;CAPIATA;7599;-
2987 JUAN PABLO SEGUNDO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6515;-
C.E.P. VIRGEN MARIA DE LA PAZ;11;CENTRAL;12;NEMBY;16927;-
771 MCAL. FRANCISCO S. LOPEZ;12;ÐEEMBUCU;15;VILLA OLIVA;9024;-
2139 SANTA CATALINA;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3590;-
4779 SANTA ROSA DE LIMA;5;CAAGUAZU;11;YHU;3922;-
4580 (11628) A.C.PARAGUAYO-ALEMANAS;4;GUAIRA;7;INDEPENDENCIA;2926;-
NIÑOS MARTIRES DE ACOSTA ÑU;10;ALTO PARANA;6;ITAKYRY;16737;-
6095 PRESBITERIANO DEL PARAGUAY;11;CENTRAL;9;LUQUE;10969;-
1696 PADRES UNIDOS;9;PARAGUARI;5;CARAPEGUA;6019;-
2067 PADRE JOSE VENANCIO ORTELLADO;1;CONCEPCION;3;HORQUETA;925;-
1o. DE MARZO;0;ASUNCION;0;ASUNCION;472;-
DEFENSORES DEL CHACO;9;PARAGUARI;1;PARAGUARI;11415;-
3742;1;CONCEPCION;1;CONCEPCION;828;-
1557 MARIA AUXILIADORA;3;CORDILLERA;4;ATYRA;2406;-
NARANJAL (EX FERNANDO LOPEZ);10;ALTO PARANA;14;NARANJAL;7354;-
2-70;2;SAN PEDRO;15;YATAITY DEL NORTE;2144;-
YAGUARON;9;PARAGUARI;15;YAGUARON;6327;-
1075 SALESIANO SAN JOSE;1;CONCEPCION;1;CONCEPCION;728;-
SAN VALENTIN;6;CAAZAPA;2;ABAI;12937;-
6801 (13970) SAN AGUSTIN;6;CAAZAPA;8;TAVAI;4514;-
1232 JUAN B. ALBERDI;11;CENTRAL;14;SAN LORENZO;8539;-
2884;7;ITAPUA;23;EDELIRA;5407;-
PROF. GERARDO NOGUERA;3;CORDILLERA;9;ITACURUBI DE LA CORDILLERA;2516;-
10527;5;CAAGUAZU;3;CARAYAO;3501;-
2888;14;CANINDEYU;4;VILLA YGATIM?;9373;-
5-130;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;4162;-
1003 CLARA IRMA PIACENTINI DE CACACE;0;ASUNCION;0;ASUNCION;477;-
I.C.R. SAN ROQUE GONZALEZ DE SANTACRUZ;0;ASUNCION;0;ASUNCION;12084;-
3570 (14196) EL SALVADOR;11;CENTRAL;12;ÐEMBY;8376;-
CENTRO EDUCATIVO LOMAS VALENTINAS;11;CENTRAL;16;VILLETA;12917;-
JOSE JOAQUIN ARRECHEA G.;8;MISIONES;10;YABEBYRY;5864;-
4072 (12396);16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10089;-
6322 CAMBA RUGUA;7;ITAPUA;8;CORONEL BOGADO;12073;-
2847 VILLA AURELIA;0;ASUNCION;0;ASUNCION;647;-
CENTRO EDUC. DEPARTMAENTAL MUNICIPAL;11;CENTRAL;11;NUEVA ITALIA;13954;-
MARIA AUXILIADORA;10;ALTO PARANA;2;PRESIDENTE FRANCO;6771;-
SAN LUIS GONZAGA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6730;-
6520 ARANDURA REKAVO;11;CENTRAL;9;LUQUE;12145;-
3183 PROCERES DE MAYO;5;CAAGUAZU;7;REPATRIACION;3641;-
MCAL. FRANCISCO S. LOPEZ;2;SAN PEDRO;20;LIBERACION;1435;-
SAGRADO CORAZON DE JESUS;11;CENTRAL;15;VILLA ELISA;8689;-
COLLEGE DE L'IMMACULEE CONCEPTION;0;ASUNCION;0;ASUNCION;294;-
3-98;3;CORDILLERA;6;EMBOSCADA;10735;-
PARROQUIAL SANTA LUISA DE MARILLA;6;CAAZAPA;2;ABAI;4340;-
SAN ISIDRO DEL NORTE;2;SAN PEDRO;19;YRYVU CUA;1864;-
SANTA TERESITA DEL NIÑO JESUS;8;MISIONES;1;SAN JUAN BAUTISTA;5657;-
5992 CAGUARE-I KM 17;4;GUAIRA;10;JOSE FASSARDI;11029;-
PROFESIONALIZACION YUTY;6;CAAZAPA;10;YUTY;4632;-
E.M.A. NTRA. SRA. DE BETHARRAM;7;ITAPUA;1;ENCARNACION;4690;-
16-5;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10054;-
SAN ANDRES APOSTOL;0;ASUNCION;0;ASUNCION;15249;-
5333 (10967) MARIANO CABRERA MELGAREJO;8;MISIONES;1;SAN JUAN BAUTISTA;5632;-
4396 (12814);10;ALTO PARANA;13;SANTA RITA;7282;-
12554;14;CANINDEYU;3;CURUGUATY;9544;-
2254 MARIA AUXILIADORA;3;CORDILLERA;17;SANTA ELENA;2637;-
5151 (10719);6;CAAZAPA;2;ABAI;4270;-
227 SANTA ANA;0;ASUNCION;0;ASUNCION;485;-
7630 LAS MERCEDES;5;CAAGUAZU;1;CNEL OV I EDO;16378;-
S/N CASTOR CUEI;6;CAAZAPA;8;TAVAI;4536;-
E.M.D. SAN ALFONZO;9;PARAGUARI;5;CARAPEGUA;6015;-
6876 (14795) GUARAMBARE;11;CENTRAL;4;GUARAMBARE;7827;-
6515 ÑANDE MAITEI;5;CAAGUAZU;2;CAAGUAZU;11421;-
3575 (13701) UNION Y FUERZA;5;CAAGUAZU;20;VAQUERIA;3814;-
3-41;3;CORDILLERA;18;TOBATI;2675;-
1080 CRISTO REY;3;CORDILLERA;1;CAACUPE;2277;-
4062 (13452) YCUA PORA;2;SAN PEDRO;8;SAN ESTANISLAO;1761;-
VALLE KARE;11;CENTRAL;6;ITAUGUA;7918;-
1431;7;ITAPUA;2;BELLA VISTA;4765;-
302 DULCE HOGAR DE LOS N.;11;CENTRAL;14;SAN LORENZO;8530;-
SARGENTO ISIDRO BAEZ;3;CORDILLERA;15;PRIMERO DE MARZO;13878;-
KUEMBITAGIMARI-BTI;10;ALTO PARANA;14;NARANJAL;7062;-
3932 (12171) INMACULADA;3;CORDILLERA;5;CARAGUATAY;2425;-
3733 COMUNIDAD EDUC SANTO TOMAS;11;CENTRAL;14;SAN LORENZO;8586;-
NRO. 33;4;GUAIRA;7;COLONIA INDEPENDENCIA;15643;-
7052 SAN MIGUEL;10;ALTO PARANA;6;ITAKYRY;11170;-
SANTA CLARA;4;GUAIRA;9;ITURBE;11442;-
DIVINO NIÑO JESUS;11;CENTRAL;15;VILLA ELISA;7973;-
4753 LOMAS VALENTINAS;4;GUAIRA;1;VILLARRICA;2796;-
SAIP INFORMATICA;10;ALTO PARANA;13;SANTA RITA;15983;-
5628 BETEL;11;CENTRAL;1;AREGUA;7512;-
3008 MARIA AUXILIADORA;6;CAAZAPA;8;TAVAI;4531;-
619 JOSE ASUNCION FLORES;7;ITAPUA;12;GENERAL ARTIGAS;5094;-
DOÑA ROSA PEREIRA DE ROMERO;9;PARAGUARI;16;YVYCUI;6338;-
5841 (13374) PINDO;7;ITAPUA;19;SAN COSME Y DAMIAN;5248;-
S/N - TRABUCO;13;AMAMBAY;3;CAPITAN BADO;9260;-
4977(14504) SAN ROQUE GONZALEZ STA. CRUZ;2;SAN PEDRO;8;SAN ESTANISLAO;1685;-
1359 DR. CARLOS CALCENO;11;CENTRAL;6;ITAUGUA;7923;-
DEL SABER;11;CENTRAL;6;ITAUGUA;8527;-
5256 (10348) PRESBITERO VENANCIO GARAY;4;GUAIRA;1;VILLARRICA;2732;-
5666 (11790) GRAL. BERNARDINO CABALLERO;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9131;-
1190 ANDRES BELLO;0;ASUNCION;0;ASUNCION;527;-
4302(14590);14;CANINDEYU;7;FRANCISCO CABALLERO ALVAREZ;9752;-
4578 (13832) VIRGEN DE FATIMA;4;GUAIRA;7;COLONIA INDEPENDENCIA;2921;-
4202 (13009) ASAMBLEA DE DIOS;11;CENTRAL;14;SAN LORENZO;8549;-
6715 (15029) SAGRADA FAMILIA;3;CORDILLERA;1;CAACUPE;2324;-
3208;5;CAAGUAZU;2;CAAGUAZU;3347;-
INTEGRAL DE FORMACION PROFESIONAL;0;ASUNCION;0;ASUNCION;466;-
MARILET;10;ALTO PARANA;5;HERNANDARIAS;10831;-
7836 INGENIERO EDUARDO KISHI;11;CENTRAL;3;F. DE LA MORA;16653;-
SAGRADO CORAZON DE JESUS;7;ITAPUA;27;YATYTAY;11345;-
1160 PRIV. SUBV. SAN LUIS;10;ALTO PARANA;11;MINGA GUAZU;7149;-
519 ZAPADORES DEL CHACO;1;CONCEPCION;3;HORQUETA;927;-
7257 (15025) SAN CAYETANO;2;SAN PEDRO;5;ITACURUBI DEL ROSARIO;1575;-
TECNICO MUNICIPAL PUENTE KYJHU;14;CANINDEYU;7;GRAL.F.C.ALVAREZ;12238;-
5855 (13816) TTE. 1º ADOLFO ROJAS SILVA;15;PRESIDENTE HAYES;6;JOSE FALCON;9917;-
CASA VOC. DE ENS. TECNICA Y PROFESIONAL;4;GUAIRA;12;NATALICIO TALAVERA;3086;-
SAN MIGUEL ARCANGEL;10;ALTO PARANA;1;CIUDAD DEL ESTE;6590;-
7549 LA VICTORIA;11;CENTRAL;18;YPANE;16081;-
4512 (14348) PROF. GERMAN CARDOZO DIAZ;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1639;-
3315 SAN CAYETANO;5;CAAGUAZU;2;CAAGUAZU;3382;-
6612 (15219) SAN VICENTE;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1537;-
CENTRO CRISTIANO EDUCACIONAL BETEL;5;CAAGUAZU;1;CORONEL OVIEDO;3139;-
CENTRO EDUCATIVO NUEVO MILENIO;0;ASUNCION;0;ASUNCION;503;-
3145 3 DE FEBRERO;5;CAAGUAZU;9;SAN JOAQUIN;3717;-
2618 SAN JUAN BAUTISTA;7;ITAPUA;24;TOMAS ROMERO PEREIRA;5492;-
PROF. CARMELO BARRIOS A.(EX POTRERITO);9;PARAGUARI;5;CARAPEGUA;6060;-
CENTRO EDUC. PRIV. DE DESARROLLO INTEGRA;6;CAAZAPA;1;CAAZAPA;10463;-
4561 (14165) EMILIANO R. FERNANDEZ;11;CENTRAL;4;GUARAMBARE;7819;-
7613 JUAN DE DIOS SALINAS;10;ALTO PARANA;7;J. E. OLEARY;16313;-
3432 DON JUSTO ESCOBAR;3;CORDILLERA;10;JUAN DE MENA;2533;-
2059 (12253)  MARIA AUXILIADORA;7;ITAPUA;25;ALTO VERA;5541;-
N°5 PRA.ESCUELA PARAGUAYA DE SORDOS;0;ASUNCION;0;ASUNCION;525;-
7344 AUGUSTO ROA BASTOS;10;ALTO PARANA;11;MINGA GUAZU;13945;-
3152 MARIA AUXILIADORA;7;ITAPUA;1;ENCARNACION;4687;-
JUAN BAUTISTA ALBERDI;12;ÐEEMBUCU;2;ALBERDI;8874;-
7413 PRIMAVERA;11;CENTRAL;9;LUQUE;15603;-
3741 TTE. 1º AMERICO PICO;11;CENTRAL;15;VILLA ELISA;8666;-
6476 DIVINO NIÑO JESUS;4;GUAIRA;1;VILLARRICA;11429;-
622 PADRE ADRIANO FORMOSO;7;ITAPUA;19;SAN COSME Y DAMIAN;5238;-
1812 SAN ROQUE;12;ÐEEMBUCU;3;CERRITO;8883;-
4387 (12450);15;PRESIDENTE HAYES;4;VILLA HAYES;9951;-
SANTA CLARA;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1504;-
1382 IGNACIO CONCEPCION RAMIREZ;4;GUAIRA;8;ITAPE;2996;-
ALTOS ESTUDIOS ESTRATEGICOS;0;ASUNCION;0;ASUNCION;16161;-
SAN MIGUEL;10;ALTO PARANA;13;SANTA RITA;11189;-
1491 SAN BLAS;2;SAN PEDRO;8;SAN ESTANISLAO;1715;-
4031 SAN CAYETANO;14;CANINDEYU;11;YASY KAÐY;9541;-
6310 LA SEMILLITA;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;5747;-
400 DR. BRIGIDO R. BAEZ;3;CORDILLERA;4;ATYRA;2407;-
4863 C.E.I PARAGUAYO - LIBANES;10;ALTO PARANA;1;CIUDAD DEL ESTE;10213;-
487 JOSEFA TOLEDO DE AGUERRI;3;CORDILLERA;3;ARROYOS Y ESTEROS;2367;-
14-42;14;CANINDEYU;3;CURUGUATY;9603;-
MONSEÑOR AGUSTIN VAN AAKEN;10;ALTO PARANA;21;TAVAPY;7393;-
3513 VIRGEN DE FATIMA;2;SAN PEDRO;15;YATAITY DEL NORTE;2126;-
SAN JOSE OBRERO;2;SAN PEDRO;3;CHORE;1373;-
YBYTURUZU;4;GUAIRA;11;MBOCAYATY;11452;-
MCAL. FRANCISCO SOLANO LOPEZ;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3588;-
5650 (12226) MARIA DE LA CRUZ SANCHEZ;12;ÐEEMBUCU;16;VILLALBIN;9045;-
LA AMISTAD;11;CENTRAL;10;MARIANO ROQUE ALONSO;12393;-
7-14;7;ITAPUA;1;ENCARNACION;4712;-
9-99;9;PARAGUARI;15;YAGUARON;13853;-
433 JARDIN INFANTIL Y PRE ESCOLAR CIELI;0;ASUNCION;0;ASUNCION;451;-
520 CENTRO EDUCATIVO ESPERANZA;11;CENTRAL;7;LAMBARE;11520;-
FD EN SERV. EL SEMBRADOR;0;ASUNCION;0;ASUNCION;549;-
S/N;5;CAAGUAZU;12;DR. J. E.ESTIGRARRIB;3929;-
4042 (14626) SAN FRANCISCO DE ASIS;11;CENTRAL;18;YPANE;8783;-
5684 (14422) ADELA SPERATTI;14;CANINDEYU;1;SALTOS DEL GUAIRA;9285;-
1422 MARIA AUXILIADORA;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3543;-
LICEO NACIONAL;4;GUAIRA;16;DR. BOTTRELL;3121;-
2662 DON EPIFANIO MENDEZ FLEITAS;7;ITAPUA;20;SAN PEDRO DEL PARANA;5311;-
2231 DOLORES DE MIÑO;3;CORDILLERA;18;TOBATI;2657;-
4593 (13525) SAN CARLOS;11;CENTRAL;7;LAMBARE;7969;-
PROF. DANIELA RAMIREZ DE SERVIN;3;CORDILLERA;1;CAACUPE;731;-
CENTRO N° 7690 ARACELI MARIA TOKIE;10;ALTO PARANA;1;CIUDAD DEL  ESTE;16450;-
14958 DON BOSCO;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9192;-
COL. PRIV. JESUS DE NAZARETH;8;MISIONES;3;SAN IGNACIO;5740;-
6021 COMUNIDAD IND. SAN JOSE;16;BOQUERÓN;57;FERNHEIN;9844;-
1904 EMILIANO R. FERNANDEZ;10;ALTO PARANA;6;ITAKYRY;6979;-
SAGRADO CORAZON;11;CENTRAL;6;ITAUGUA;15917;-
11-369 SAGRADO CORAZON DE JESUS;11;CENTRAL;15;VILLA ELISA;12685;-
1871 NIÑO JESUS;2;SAN PEDRO;20;LIBERACION;2170;-
4320 (13490) BOQUERON;10;ALTO PARANA;3;DOMINGO MARTINEZ DE IRALA;6795;-
COL. SUBV. LAS MERCEDES;3;CORDILLERA;5;CARAGUATAY;2418;-
572 JOHN F. KENNEDY;7;ITAPUA;1;ENCARNACION;4656;-
4224 (12943) NIÑO JESUS;6;CAAZAPA;11;3 DE MAYO;4602;-
9-25;9;PARAGUARI;5;CARAPEGUA;6383;-
2629 ENTRE RIOS;9;PARAGUARI;16;YVYCUI;6350;-
SANTA TERESITA;0;ASUNCION;0;ASUNCION;13773;-
4729 (14782) DON CRISPIN MORALES TORRES;11;CENTRAL;8;LIMPIO;8102;-
LUMEN;0;ASUNCION;0;ASUNCION;135;-
2917 TEODORO S. MONGELOS;11;CENTRAL;9;LUQUE;8198;-
6493 (12070) RUBEN DARIO MARTINEZ GARCET;9;PARAGUARI;16;YVYCUI;6376;-
1986 DON JUAN VERON;15;PRESIDENTE HAYES;3;PUERTO PINASCO;9889;-
SAN JOSE;4;GUAIRA;10;JOSE FASSARDI;3029;-
3108 SANTA LUCIA;5;CAAGUAZU;20;VAQUERIA;3810;-
678 CNEL. PAULINO ALEN;11;CENTRAL;1;AREGUA;7529;-
NIÑO JESUS  DE PRAGA;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1331;-
85 RCA. DE EL SALVADOR;0;ASUNCION;0;ASUNCION;582;-
SAN LORENZO;10;ALTO PARANA;10;LOS CEDRALES;11186;-
14777 (335) LUZ Y VIDA EX REGAZO;0;ASUNCION;0;ASUNCION;16;-
GRAL H. MORINIGO;6;CAAZAPA;5;GENERAL HIGINIO MORINIGO;4378;-
4261 (10905) VIRGEN DE CAACUPE;7;ITAPUA;6;NUEVA ALBORADA;4891;-
943 SAN FRANCISCO DE ASIS;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4404;-
2316 FULGENCIO YEGROS;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9137;-
2-127;2;SAN PEDRO;7;NUEVA GERMANIA;15853;-
2-58;2;SAN PEDRO;20;LIBERACION;2249;-
SANTA CLARA;7;ITAPUA;8;CORONEL BOGADO;10298;-
80 GRAL. JOSE E. DIAZ;9;PARAGUARI;9;PIRAYU;6154;-
E.M.A. SANTA TERESITA INSTATER;11;CENTRAL;3;FERNANDO DE LA MORA;7818;-
1260 ROGELIO FERREIRA G.;5;CAAGUAZU;7;REPATRIACION;3648;-
1189 SAGRADA FAMILIA;10;ALTO PARANA;1;CIUDAD DEL ESTE;11041;-
6171 SINAI;11;CENTRAL;18;YPANE;11241;-
S/N PARATODO I (EX TIMBO);15;PRESIDENTE HAYES;1;POZO COLORADO;9845;-
1198 SANTA ROSA;0;ASUNCION;0;ASUNCION;344;-
1618 EX COMB. DE LA GUERRA DEL CHACO;5;CAAGUAZU;2;CAAGUAZU;3350;-
2112 CNEL. PEDRO HERMOSA;7;ITAPUA;4;CAPITAN MEZA;4849;-
PTO. BOTANICO (EX STMA. TRINIDAD);0;ASUNCION;0;ASUNCION;194;-
3698 DON EMILIANO ESPINOZA;14;CANINDEYU;2;CORPUS CHRISTI;9393;-
4979 (12595) SAN PABLO;2;SAN PEDRO;20;LIBERACION;1402;-
4153 (13819) SAN ISIDRO LABRADOR;5;CAAGUAZU;9;SAN JOAQUIN;3716;-
2443;7;ITAPUA;3;CAMBYRETA;4789;-
4883 (14597) MONTE VERDE;0;ASUNCION;0;ASUNCION;381;-
5682 (13858);13;AMAMBAY;1;PEDRO JUAN CABALLERO;9058;-
2735 SAN JUAN EVANGELISTA;2;SAN PEDRO;8;SAN ESTANISLAO;1740;-
5389 (15054)  SANTA TERESITA;9;PARAGUARI;16;YVYCUI;6394;-
1063 NTRA. SRA. DEL HUERTO;0;ASUNCION;0;ASUNCION;123;-
JUAN PEREIRA;3;CORDILLERA;8;ISLA PUCU;2511;-
VIRGEN DE SHOENSTATT;10;ALTO PARANA;1;CIUDAD DEL ESTE;6711;-
2382;11;CENTRAL;8;LIMPIO;8093;-
6575 (14962) JUAN JAVIER ROMERO;7;ITAPUA;20;SAN PEDRO DEL PARANA;5322;-
2023 SAN CARLOS;7;ITAPUA;26;LA PAZ;5558;-
MARIANO DIAZ;5;CAAGUAZU;3;CARAYAO;16871;-
6017 (423) DR. PEDRO P. PEÑA;5;CAAGUAZU;1;CORONEL OVIEDO;3254;-
DON PASTOR GARCETE;4;GUAIRA;1;VILLARRICA;11778;-
532 SAN ISIDRO LABRADOR;12;ÐEEMBUCU;5;GENERAL DIAZ;8909;-
ATENEO DE LENGUA - REGIONAL 1º DE MARZO;3;CORDILLERA;15;PRIMERO DE MARZO;10272;-
5031 (13779) URUCUTIY;5;CAAGUAZU;4;CECILIO BAEZ;3524;-
NRO. 111;5;CAAGUAZU;1;CORONEL OVIEDO;15732;-
460 ROSA ISABEL P. DE ROMERO;9;PARAGUARI;16;YVYCUI;6338;-
1881 RCA.ARABE SIRIA;11;CENTRAL;14;SAN LORENZO;8534;-
7550 SAGRADO CORAZON DE JESUS;5;CAAGUAZU;7;REPATRIACION;16080;-
6826 (15003) (417) DE LAS NACIONES  (MUNDO FELIZ);0;ASUNCION;0;ASUNCION;204;-
ITINA BOGARIN;0;ASUNCION;0;ASUNCION;11008;-
199 SILVIO PETIROSSI;11;CENTRAL;9;LUQUE;8186;-
3640 (14039) ACOSTA ÑU;14;CANINDEYU;11;YASY KAÐY;9441;-
COMUNEROS;8;MISIONES;9;VILLA FLORIDA;15839;-
4139 (11465) VIRGEN DE FATIMA;1;CONCEPCION;7;YVY YA?U;1165;-
3095 ADELA SPERATTI;7;ITAPUA;23;EDELIRA;5438;-
LIZ CAROL;10;ALTO PARANA;1;CIUDAD DEL ESTE;16181;-
SILVIO PETTIROSSI;11;CENTRAL;9;LUQUE;11896;-
2066 SENDA;11;CENTRAL;16;VILLETA;8729;-
550 CENTRO DE BIENESTAR INFANTIL;1;CONCEPCION;1;CONCEPCION;15321;-
MARISCAL JOSE FELIX ESTIGARRIBIA;2;SAN PEDRO;8;SAN ESTANISLAO;1854;-
1577 ADRIANO MARTINEZ DOMINGUEZ;14;CANINDEYU;11;YASY KAÐY;9509;-
2439 JUNIOR AGUEDO GONZALEZ;7;ITAPUA;1;ENCARNACION;4673;-
10782 GRAL. JOSE E. DIAZ;7;ITAPUA;20;SAN PEDRO DEL PARANA;5318;-
5504 (15265) SAN FRANCISCO DE ASIS;10;ALTO PARANA;11;MINGA GUAZU;7202;-
ATENEO DE LENGUA - REGIONAL GUARAMBARE;11;CENTRAL;4;GUARAMBARE;10272;-
E.M.D. MCAL. F. S. LOPEZ;5;CAAGUAZU;2;CAAGUAZU;3310;-
7130 JARDIN DE INFANTES ARENA Y CIELO;0;ASUNCION;0;ASUNCION;12933;-
3679 (10755 ) FULGENCIO YEGROS;7;ITAPUA;12;GENERAL ARTIGAS;5110;-
1061 JUAN SINFORIANO BOGARIN;0;ASUNCION;0;ASUNCION;211;-
OLGUI;7;ITAPUA;1;ENCARNACION;10826;-
N° 7 NIÑOS SORDOS ANTONIO;11;CENTRAL;14;SAN LORENZO;8498;-
3081 SAN IGNACIO DE LOYOLA;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3540;-
2638 INMACULADA CONCEPCION;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1255;-
2217 SAN JOSE;2;SAN PEDRO;5;ITACURUBI DEL ROSARIO;1545;-
3765 (14285) EMILIANO R. FERNANDEZ;7;ITAPUA;24;TOMAS ROMERO PEREIRA;5477;-
3065;8;MISIONES;5;SAN PATRICIO;5771;-
LEONARDO DA VINCI;11;CENTRAL;14;SAN LORENZO;8581;-
5587 (13994) INMACULADA CONCEPCION;11;CENTRAL;12;ÐEMBY;8379;-
6397 SAN ISIDRO - ASENT. SAN ISIDRO LADO;14;CANINDEYU;3;CURUGUATY;11097;-
12264;14;CANINDEYU;7;GRAL.F.C.ALVAREZ;9721;-
6680 SAN BALTAZAR;3;CORDILLERA;14;PIRIBEBUY;15276;-
15402;5;CAAGUAZU;11;YHU;3916;-
282 CNEL.FLORENTIN OVIEDO;5;CAAGUAZU;1;CORONEL OVIEDO;3127;-
